participant_id,file_id,annotation_id,frame_start,frame_end,activity,chunk_id
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,58,8745,8790,sitting_still,2
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,58,8790,8836,sitting_still,3
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,58,8836,8871,sitting_still,4
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,59,8871,8902,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,60,8902,8948,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,60,8948,8993,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,60,8993,8998,sitting_still,2
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,62,9015,9044,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,63,9044,9088,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,63,9088,9124,fetching_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,64,9162,9195,taking_off_sunglasses,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,65,9219,9248,putting_on_sunglasses,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,66,9318,9329,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,67,9329,9364,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,68,9364,9410,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,68,9410,9455,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,68,9455,9501,sitting_still,2
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,68,9501,9546,sitting_still,3
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,68,9546,9591,sitting_still,4
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,68,9591,9637,sitting_still,5
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,68,9637,9661,sitting_still,6
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,69,10085,10114,pressing_automation_button,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,70,10114,10135,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,71,10135,10173,looking_or_moving_around (e.g. searching),0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,72,10173,10219,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,72,10219,10238,fetching_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,73,10238,10283,reading_newspaper,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,73,10283,10328,reading_newspaper,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,73,10328,10373,reading_newspaper,2
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,73,10373,10419,reading_newspaper,3
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,73,10419,10464,reading_newspaper,4
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,73,10464,10509,reading_newspaper,5
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,73,10509,10554,reading_newspaper,6
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,73,10554,10599,reading_newspaper,7
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,73,10599,10645,reading_newspaper,8
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,73,10645,10690,reading_newspaper,9
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,73,10690,10736,reading_newspaper,10
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,73,10736,10782,reading_newspaper,11
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,73,10782,10827,reading_newspaper,12
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,73,10827,10872,reading_newspaper,13
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,73,10872,10918,reading_newspaper,14
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,73,10918,10964,reading_newspaper,15
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,73,10964,11007,reading_newspaper,16
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,74,11007,11040,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,75,11040,11073,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,76,11073,11118,writing,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,76,11118,11163,writing,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,76,11163,11208,writing,2
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,76,11208,11253,writing,3
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,76,11253,11298,writing,4
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,76,11298,11324,writing,5
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,77,11324,11370,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,77,11370,11400,placing_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,78,11400,11427,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,79,11427,11471,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,79,11471,11517,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,79,11517,11562,sitting_still,2
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,79,11562,11607,sitting_still,3
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,79,11607,11652,sitting_still,4
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,79,11652,11697,sitting_still,5
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,79,11697,11742,sitting_still,6
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,79,11742,11788,sitting_still,7
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,79,11788,11833,sitting_still,8
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,79,11833,11879,sitting_still,9
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,79,11879,11925,sitting_still,10
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,79,11925,11951,sitting_still,11
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,80,11951,11995,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,80,11995,12024,fetching_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,81,12102,12131,putting_on_sunglasses,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,82,12131,12155,taking_off_sunglasses,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,83,12155,12174,putting_on_sunglasses,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,84,12305,12331,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,85,12331,12350,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,86,12350,12395,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,86,12395,12440,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,86,12440,12485,sitting_still,2
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,86,12485,12531,sitting_still,3
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,86,12531,12558,sitting_still,4
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,87,12558,12603,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,87,12603,12621,fetching_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,88,12621,12666,interacting_with_phone,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,88,12666,12669,interacting_with_phone,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,89,12670,12715,talking_on_phone,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,89,12715,12761,talking_on_phone,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,89,12761,12805,talking_on_phone,2
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,89,12805,12851,talking_on_phone,3
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,89,12851,12896,talking_on_phone,4
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,90,12897,12943,talking_on_phone,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,90,12943,12988,talking_on_phone,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,90,12988,13034,talking_on_phone,2
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,90,13034,13064,talking_on_phone,3
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,91,13064,13077,interacting_with_phone,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,92,13077,13123,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,92,13123,13136,placing_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,93,13305,13352,pressing_automation_button,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,93,13352,13358,pressing_automation_button,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,94,13358,13403,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,94,13403,13412,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,95,13412,13426,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,96,13427,13456,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,98,13458,13484,opening_bottle,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,99,13484,13529,drinking,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,99,13529,13564,drinking,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,100,13564,13610,closing_bottle,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,100,13610,13655,closing_bottle,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,101,13655,13685,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,102,13685,13730,preparing_food,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,102,13730,13775,preparing_food,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,102,13775,13821,preparing_food,2
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,102,13821,13858,preparing_food,3
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,103,13858,13890,eating,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,104,14054,14100,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,104,14100,14104,placing_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,105,14104,14151,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,105,14151,14196,placing_an_object,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,105,14196,14199,placing_an_object,2
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,106,14239,14285,pressing_automation_button,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,106,14285,14296,pressing_automation_button,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,107,14296,14342,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,107,14342,14352,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,108,14352,14384,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,109,14384,14400,preparing_food,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,110,14400,14445,eating,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,110,14445,14491,eating,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,110,14491,14522,eating,2
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,111,14565,14595,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,112,14595,14630,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,113,14630,14665,opening_bottle,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,114,14665,14710,drinking,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,114,14710,14739,drinking,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,115,14739,14776,closing_bottle,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,116,14776,14795,placing_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,117,14795,14817,using_multimedia_display,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,118,14817,14862,sitting_still,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,118,14862,14907,sitting_still,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,118,14907,14952,sitting_still,2
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,118,14952,14997,sitting_still,3
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,118,14997,15024,sitting_still,4
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,119,15026,15071,fetching_an_object,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,120,15072,15118,reading_magazine,0
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,120,15118,15164,reading_magazine,1
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,120,15164,15210,reading_magazine,2
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,120,15210,15255,reading_magazine,3
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,120,15255,15301,reading_magazine,4
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,120,15301,15346,reading_magazine,5
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,120,15346,15391,reading_magazine,6
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,120,15391,15436,reading_magazine,7
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,120,15436,15482,reading_magazine,8
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,120,15482,15528,reading_magazine,9
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,120,15528,15573,reading_magazine,10
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,120,15573,15618,reading_magazine,11
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,120,15618,15663,reading_magazine,12
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,120,15663,15708,reading_magazine,13
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,120,15708,15753,reading_magazine,14
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,120,15753,15799,reading_magazine,15
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,120,15799,15843,reading_magazine,16
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,120,15843,15889,reading_magazine,17
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,120,15889,15922,reading_magazine,18
1,vp1/run1b_2018-05-29-14-02-47.kinect_color,121,15923,15946,placing_an_object,0
